origin_lat,origin_lon,dest_lat,dest_lon,hour,vehicle_type,distance_km,duration_min,fare
12.933966083912914,77.55802414753846,12.958733615258675,77.65814760888452,0,bike,29.34571231123085,132.004363926754,298.37337121130344
13.075628500685882,77.6287969392546,12.937236220877457,77.53084732906368,21,car,13.543170036965497,60.92057085959075,137.7005696082836
12.91966936676661,77.67738768090967,13.03254853375226,77.6013000772142,8,bike,10.252420115830438,69.17693026565811,104.24177544547746
12.984221525001011,77.50752108807515,13.088425327168075,77.65731788958239,9,auto,17.467166107966783,117.85753199127578,177.59791215384115
13.0915779060301,77.63861886890028,12.931755671226835,77.5464744672794,1,auto,16.353767328944016,73.56334142338083,166.27739814905985
13.006633056994604,77.63371014480458,12.955172921911041,77.6513031912532,20,bike,23.130001557704553,104.04454016545067,235.17495393198524
13.038375422790095,77.67360241971951,13.098218613540555,77.67215623011951,13,bike,16.47110644326507,74.0911621484464,167.4704469578128
12.963103126201213,77.5392744080047,13.06674781261001,77.59048334563352,2,bike,3.3597892541798577,15.113173560834694,34.16075356076808
13.037300185536317,77.6425585259068,13.050031264102962,77.62272192768062,7,car,2.381208745228489,10.71127333550578,24.211008181926182
13.066925134379474,77.52078022165105,12.908414640526898,77.65079714258411,23,car,23.35855536658231,105.07263244155462,237.49878133596144
12.90365765546884,77.5113252713588,12.905403416486818,77.57701926325507,19,auto,20.811876435690927,93.61703276714063,211.60535029758603
13.050028862988993,77.63615920685157,12.997442047609772,77.65242199397086,22,auto,12.637148442452297,56.845058804569106,128.48856907212058
13.097772217781298,77.50452694282673,12.906439217452379,77.55023238538944,4,auto,27.1214846851903,121.99923098297361,275.75847305907666
13.049633130875968,77.50885981776042,12.920305089573924,77.69725193962286,18,bike,8.961001060798068,40.308827151042244,91.11123518085908
12.956088798412882,77.50739060455467,13.012658807868124,77.68541683477828,7,car,12.3869089278023,55.71941879248221,125.94425163301636
13.057855865690298,77.59308210174667,12.985560682098189,77.65521061568552,4,bike,26.086824227156697,117.3450691008434,265.2385331902335
12.920645201315528,77.65157388884893,13.058173657343913,77.61794984295746,11,car,15.704248680989657,70.6416438659163,159.67339867549512
12.98957870523518,77.69843984473799,12.954797928919383,77.56245280757338,13,bike,5.56181788411626,25.018449860160086,56.5499427837021
13.081719100618619,77.54532153931082,12.954489924211796,77.63804531427324,10,bike,1.6895407963707947,11.399966498745062,17.178454483084934
12.958722829674736,77.6584760450541,12.981164297770924,77.55696026697147,7,auto,16.389947083384804,73.72608702046605,166.64525683954267
12.95755506771727,77.65904917283594,13.034646164374488,77.58729189704255,17,bike,6.263969419071765,28.17690332583123,63.689088644737716
12.926005714423656,77.67444854186843,13.09629961226037,77.66383947878705,2,bike,16.91850528658283,76.10367420156578,172.0193875233369
12.90387339157406,77.56285119805908,12.979496619460981,77.50678605159261,5,bike,6.808707270999514,30.62727061928517,69.22772637083177
13.035767106587977,77.52658501102744,13.048914853657333,77.56748066575528,4,car,28.38143460071016,127.66680127105673,288.56904994554003
12.942325623200013,77.65934031599683,13.071344992067157,77.58720000032613,15,bike,6.325516996446993,28.453759744121008,64.31487540215464
12.953109331874446,77.61349266753358,13.035001235978372,77.55616357699759,15,auto,3.836464343197546,17.257377499664543,39.00736119374158
12.998314631856069,77.58293078536018,13.055897232416823,77.68947443123818,21,bike,16.4036614008294,73.78777745523088,166.7846975553245
12.910672509023417,77.5117283354372,13.062384573773848,77.57711423269056,15,car,19.59536576503995,88.14486308230616,199.2364431786492
13.014823521098403,77.5013113750772,13.01938505182172,77.66267110783437,7,bike,10.523722648907105,47.338340254869436,107.00025172827232
12.929345714981162,77.56320469266092,12.987799019396347,77.68847372504369,9,bike,10.4971455808587,70.82818491941063,106.73002862697516
13.017861107380657,77.55429175706658,12.933750052994588,77.51298048093,16,auto,13.958890659660648,62.790586342196896,141.92742095747178
13.039951672004186,77.59514472546208,13.056278511664356,77.52373972793781,4,car,21.406293774939382,96.29087083732767,217.64910563523168
12.920466885765565,77.68472237294044,12.938818366865158,77.6885838705474,1,bike,1.9382357123618459,8.71866968628757,19.707067171043555
12.982811197563914,77.58333689721213,13.099744153358582,77.53954553263881,13,bike,2.874053123558837,12.928210787437248,29.222017527529527
13.038880031545549,77.55757677417589,13.008520745424468,77.58490460910723,23,auto,6.970855336465133,31.356653229485136,70.8763714749362
12.98283585390538,77.66904930664931,12.901873297055515,77.56414957298561,16,bike,9.150796452782135,41.16257436049394,93.04098526993714
12.909990691789218,77.5613899734741,12.983759779437444,77.68051538023067,21,car,16.495916398283896,74.20276354004247,167.7227028867219
13.007179281183102,77.68311680449,12.94821038407934,77.65856582039561,16,car,1.1359461800608632,5.109770427912671,11.549765351228103
13.032758929043958,77.67268236865685,12.910627554485588,77.58015794939456,8,auto,25.957892937113364,175.14765579899,263.9276206024982
13.002977822411662,77.62776383763362,13.043226681415765,77.64359278871875,18,car,2.411860058962082,10.849150621632306,24.522656293028515
13.088918951198162,77.64953503871475,12.96329830674566,77.66022956043147,6,car,21.05889010721008,94.7281621288777,214.11686888417847
13.017311008100398,77.53146455910603,13.064213822597495,77.64222987462013,1,auto,26.422626477912928,118.85559173004823,268.652812201622
13.080680383057576,77.6205748540223,13.052884149887257,77.63228496638351,9,car,2.311633528170144,15.597459874968319,23.503600167893694
12.927494940829249,77.56540745677324,12.91313430219286,77.59053634780248,21,auto,16.32489578454377,73.43346998547817,165.98384589367697
12.927855269450152,77.59773561071239,13.042544614964365,77.61731519959766,4,auto,20.21557812083521,90.93473359756145,205.54247008652953
13.061478257741905,77.54507709161958,12.93899378669608,77.62785735681439,1,car,2.27145558849608,10.217576147659008,23.095089814431017
12.979535367397107,77.68039153553364,13.055311461280326,77.5684973884219,2,auto,17.73059825266008,79.7566717604423,180.27636603711872
12.933070839423387,77.58230675543693,12.950085979683834,77.66320260529274,14,auto,29.797725214937927,134.03763117914582,302.9692253681124
13.085501716079207,77.59534681063937,12.980749145054588,77.66572804237025,9,auto,7.3153932985319265,49.35970691417727,74.3794710815114
12.969553171949102,77.64428055058686,13.076659056779972,77.50462449879659,15,auto,29.816480972041564,134.12199927218006,303.15992506615623
13.050162420627231,77.52443936258454,13.031395573581719,77.65067694975862,14,bike,18.61932739299534,83.75439802548951,189.31254504968513
13.04519959707009,77.60061300971022,12.916300196140647,77.61401566724088,8,car,9.811966197797878,66.20502220602567,99.7634476068887
13.076661218241162,77.66262953265729,12.92690119174675,77.58242652664867,19,car,12.889547306769554,57.9804121122918,131.05484176087117
13.024734441411121,77.63546837198412,12.901536391817974,77.64395675557024,18,car,8.595363782133873,38.664099093802186,87.39360766790175
13.050188486805467,77.56433014520493,13.09643811712684,77.53205040999096,9,bike,7.576049517726422,51.11845235133371,77.0297006626993
12.969779668395569,77.64213307933323,12.909534815459034,77.53647802664263,14,car,27.657201477166275,124.40901928934251,281.2053888994941
12.953985578353006,77.6868879197359,12.92107562733951,77.68607549089899,22,auto,17.263871938965092,77.65721990479227,175.53091286245163
13.079177243639213,77.67895524767027,12.991493085286374,77.63285901360135,18,auto,25.009237026409334,112.49781197852002,254.2821344342186
12.98561823797426,77.64844695763503,12.910880101844773,77.51831133970673,5,auto,29.579348256910542,133.05531692706913,300.7488713869087
13.092968009429677,77.55322023377003,12.957817198953466,77.5695943543811,12,car,18.33773050922424,82.48770471330386,186.44940066108475
13.03268829956369,77.5744974813874,13.035594807736333,77.5118047074984,20,bike,27.438377582042232,123.42469460226482,278.98049067254726
13.024339144041825,77.6116835842247,12.909725812969818,77.68891306991287,13,bike,15.84337954549399,71.26748934128561,161.08801572896544
12.922949194590675,77.57620977937128,12.99159442681588,77.54839850651726,0,auto,25.265848037262227,113.65211257633763,256.8912342436247
13.089897851741414,77.5911493724125,13.014551611612386,77.69232415998484,7,bike,7.690736822039606,34.59486045369817,78.1957871171748
12.989982426695988,77.65870518882355,12.939853337065102,77.66221822779944,2,auto,27.34822543448541,123.01916766297445,278.06386612776924
13.015677922877426,77.52078802642203,12.937233708416636,77.60181864051363,2,bike,14.704615437623351,66.1450431683041,149.50959901594672
12.981627360552256,77.69459931564543,12.920537530194432,77.50789533473655,19,car,7.484142172756869,33.665545977361475,76.09523009790912
12.947405396048605,77.64092381324221,12.91376005169032,77.51157142973713,5,auto,25.38823548557115,114.20264197209045,258.13561213292564
13.08067590411245,77.67294557367526,12.933796979521253,77.5203888155496,20,bike,10.569699576381556,47.54515599006795,107.46772345644159
13.014735897334457,77.65633601078858,12.912163307293334,77.605707920206,16,bike,18.95047201328742,85.24396946631268,192.67946746980374
12.900574065406232,77.58643674270178,13.010335723690124,77.64261652552531,11,auto,23.850340143373426,107.28480354037397,242.49901715253785
13.023428982724145,77.68850222867664,13.061581083833984,77.69822550763377,19,bike,20.535704917448665,92.37474410794513,208.79736846853527
12.96532898035442,77.55061724342171,13.060868319241454,77.54699535232042,21,auto,18.121181334013333,81.51361228612365,184.2476307140667
13.005411620451522,77.50924968463791,13.026236345745108,77.65422956876338,1,auto,13.883296022958257,62.4505427328157,141.1588103216429
13.077188419862155,77.51937564605296,13.008349189773062,77.59471032846541,17,auto,25.62025671313584,115.24633156590072,260.49469461580566
12.9714539520005,77.54014732438442,12.9934270440907,77.58314450938371,9,auto,20.091114900533746,135.56230028922997,204.2769867259859
13.08170703018396,77.60781610726949,13.09202741894722,77.55013880010111,6,auto,20.1733910667815,90.74496566222419,205.11353200501424
13.024672023158361,77.54472051051319,12.957979127228063,77.66783677601983,17,auto,3.0065876912286766,13.524384467531187,30.5695665438316
12.903164248569311,77.66706416397028,12.973286814349125,77.60384686010002,3,auto,5.0993418811804325,22.93811696684103,51.847704765527254
13.085887446748751,77.50186773744856,13.015068286403585,77.52278790748004,11,bike,1.1029622981375862,4.96140066585203,11.214400786186781
13.038179383503385,77.64918018575894,13.002516097037223,77.59922672637697,14,car,23.337314755452063,104.97708685275013,237.28281681336594
13.099464570090296,77.6938015644484,13.034847460299797,77.59772533519114,23,auto,4.156772673507723,18.698204594083162,42.26410532481299
12.934468101669067,77.553436642217,13.054934498381822,77.67380957131053,12,bike,21.405360642432093,96.28667337359677,217.63961798371264
12.927427149925776,77.62476310128568,12.93648805730744,77.50269638206198,1,auto,12.333755802687456,55.48032272294094,125.40381570961017
13.086519092607432,77.64295592698912,13.025779429927342,77.60657795667143,7,auto,22.776288524842432,102.45345035238458,231.57856653006638
13.03936363229798,77.56539148358593,13.03880493178889,77.67792198208527,16,car,6.4935073461326756,29.209422412006045,66.02292209855396
12.913200034544413,77.58662531438257,12.954461604326237,77.60527514167744,18,bike,12.726232919704575,57.245783095420066,129.394338048469
13.051092610520493,77.64688176922296,13.085615599090579,77.52320008530367,9,car,20.57456820951834,138.82434139410913,209.19251210479183
13.05077523769225,77.52623003743761,12.969050070856923,77.57237760936302,14,auto,23.60426240117502,106.17788422313522,239.99701465414543
13.084604907109297,77.52873719459977,13.027616106551628,77.56404291190495,11,bike,7.680293529213057,34.54788390692878,78.08960463797114
13.042304951725693,77.57508126454971,13.0851592855739,77.57901083652135,2,auto,23.383224266501017,105.18359933198158,237.74960308309628
12.924854192394433,77.54568181036232,13.096126152673255,77.51453336344352,11,auto,23.788623607371317,107.00718710386296,241.87151250343837
12.903976026767959,77.561397278756,12.949745640091145,77.68746156677746,2,bike,20.353759696186177,91.5563089325592,206.94743521531862
12.905242197375545,77.53001313697717,13.088390501144687,77.65697080003633,6,auto,18.86446490333775,84.85708794434876,191.80498771372697
12.905661297604158,77.51932721196779,13.081815706668243,77.68278661089047,8,car,21.72414244631487,146.58095065471485,220.8808411135708
12.94924221352061,77.68319680622326,12.950195283862966,77.66250744112163,5,auto,13.945229939660933,62.7291370021632,141.7885251952473
13.072005589736577,77.56917868169434,12.92021049838153,77.64746558302313,22,auto,21.538988300586574,96.88776404846695,218.99828102885417
13.007766212868331,77.61319325134701,12.972471439760147,77.52197513495064,6,car,11.849848233166611,53.303585275354976,120.4836716237791
13.010564395737154,77.60943975301448,13.084725515149309,77.61451729847064,20,auto,4.778440314527643,21.49462134677088,48.584928886935344
13.068406178471921,77.59007150963046,13.069053852285009,77.50089120191761,17,auto,29.864844543898716,134.33955073157287,303.65166306950726
12.924834663023983,77.64956411606849,12.951623998543079,77.6745955353892,19,auto,15.819840961522184,71.16160689508766,160.84868650162477
12.955836735802228,77.5663152914693,12.955123779270876,77.58083551138431,8,bike,9.813037208571377,66.2122487180838,99.77433713963214
13.017151854291658,77.67849549137146,12.959655544232296,77.65015598890571,6,car,3.120629798325229,14.037374428329851,31.7290929371104
13.093919149663934,77.51360664446142,12.916283475000135,77.50218188435962,6,auto,2.0924341434797875,9.412292850119831,21.27488414001678
13.012206043851142,77.61497791854502,12.933666843316564,77.68452219289098,19,bike,5.9436656834541814,26.736096899490683,60.432391230334964
12.903729457874588,77.56781051539035,13.022887442123082,77.59742212564808,9,bike,24.25413345476848,163.65175048414235,246.6045972221485
13.060126534536122,77.57278006897756,12.998479330715455,77.54997863736186,16,auto,7.465257420217178,33.58059763054755,75.90321883507117
12.946594854768204,77.56101957884952,12.982381202791418,77.5880384193252,1,bike,13.656061540868118,61.4283851190421,138.84839721060243
13.061421039123756,77.62071725990211,13.00314083830131,77.56812601811345,19,auto,12.263136776230521,55.16266065463917,124.68579473359345
12.977572128812835,77.54688158590677,13.07747280003635,77.687838203096,2,bike,24.8944469312596,111.98145738011645,253.11500285096565
13.072708370911885,77.55886123993808,13.091019756361266,77.56029753717893,10,car,20.283849545406767,136.86275334690077,206.23662175307527
13.049424328547437,77.55709891810899,12.95113535305603,77.50908869687815,5,auto,5.909944864626192,26.584412210658833,60.08953383818837
13.011248046798084,77.50135908906823,12.946733041733562,77.59832445872803,20,bike,28.35562598812431,127.55070766759958,288.3066401371886
12.927291045132137,77.57432370189079,12.914030795026537,77.6982658193922,13,car,7.2397671445270815,32.566285894016694,73.61053999260628
12.911983537902442,77.50977947023449,12.951939942532826,77.59505105862789,16,auto,8.820564421625715,39.677107974170774,89.68334162601755
12.924268691148148,77.67487524250409,12.934842580711654,77.62755222477433,15,car,8.82968191545389,39.71812074498478,89.77604400589706
12.908910375708953,77.64436452628068,12.905512491491043,77.63488305224578,23,bike,19.282780576669133,86.73877661467515,196.05822431465432
12.92149882582122,77.61906142090547,12.934893828755726,77.65553627901592,22,auto,6.007714389692374,27.024204021840834,61.08360828716879
12.94514186772157,77.64877566699772,13.056091154321491,77.56543214881243,8,car,21.516757797300624,145.1816485152254,218.77225174938718
13.042597796076535,77.6802188167583,13.084052841602327,77.67838053912017,15,auto,25.450242017697622,114.4815628838015,258.7660653259332
13.011943396410828,77.63881811267409,13.044317530178011,77.50773311263603,15,bike,9.612305888558964,43.23855939264463,97.7333956888132
12.902511196031824,77.6181512634257,12.959683779923225,77.51726877290331,18,bike,27.791480912013174,125.0130418190197,282.570678902841
12.914394855937898,77.52485184872509,13.026291292554776,77.61959128177881,16,car,21.587927766873708,97.10790602524479,219.49587445533186
13.093455266000054,77.58091653030444,13.054036970537583,77.50549347304982,1,auto,8.49933565007954,38.23214050453818,86.4172388822918
13.013620092383988,77.61579024965218,12.9885005500945,77.61781785493235,17,bike,1.9972917909683188,8.984318719092691,20.307521543302546
12.940658646932198,77.62056887316383,13.023889137454393,77.64569282392345,18,car,18.079729163205744,81.3271500396869,183.8261645790241
12.950465148914065,77.69215556735678,13.01474969997142,77.6628836561451,2,auto,13.89020058379637,62.48160117678742,141.22901264190529
13.048765170815019,77.5411000642151,13.080548402112663,77.676735175658,22,auto,22.810305471643748,102.60646709900891,231.9244348118712
12.939085896221863,77.6326302655126,13.050478177217078,77.67329840407696,23,car,22.056150943456263,99.21409114506858,224.25654702632056
13.016271785454652,77.5512858281323,12.952990884361823,77.68961262453762,20,auto,15.767931256812684,70.9281040419577,160.32089309083648
13.094003997817662,77.58355224850209,12.94587308794707,77.52504795752334,9,car,15.954474978839825,107.65083663829088,162.21758173240818
13.069365760298007,77.69439009242191,13.038720493498873,77.64351051968941,9,auto,5.724474089961226,38.6251773195834,58.20375441968098
12.947969551829518,77.56621548611821,12.946602471939261,77.66112302268166,4,auto,24.95185096628537,112.2396751071234,253.69866002275683
12.998753942853746,77.57240463307511,13.024385241916413,77.59748368520941,8,bike,26.974895550003037,182.00975450710195,274.2680238246229
13.023991143676277,77.587913689693,12.950987340310148,77.55100516501875,17,car,21.845313377088313,98.26569096499816,222.1128500259545
13.065796179910036,77.50813355797783,13.084083855370725,77.57047121595804,12,auto,3.769414942320157,16.95577250127088,38.3256344881394
12.931358278929217,77.57971404770089,12.960511262268364,77.57610777439916,10,bike,28.966384078887888,195.44707579622923,294.5165405343231
12.903715240435483,77.62379701991415,13.069708591799964,77.51620543110687,2,bike,6.224034860648025,27.99726767999945,63.283052877115
12.914004428743844,77.61561599737004,12.945941747283822,77.61011604203215,21,auto,27.48785760477027,123.64726813730204,279.48358022213455
12.997269022187407,77.67468254555776,13.014419487596484,77.67358684457756,12,auto,9.804424841719474,44.10275856222898,99.6867706527649
13.021265892330666,77.62823731156304,12.937780447242114,77.61986995510271,8,car,24.388965202265044,164.56151093960446,247.97550288019468
13.013770287417296,77.61139118893587,12.984001603915646,77.54086595532988,1,bike,18.111997160414788,81.47229957300185,184.15425036571037
12.963472481864432,77.62812943141442,12.975247945997975,77.51163122777541,14,car,20.656594304492383,92.91853484892142,210.02651477697563
13.09772323088249,77.50952335668212,12.907807395059368,77.62959348440697,8,car,16.344171719579755,110.28026695370446,166.1798345157605
13.01594904384916,77.6992242697117,12.925590014633555,77.61990703517833,3,car,8.841836281484206,39.77279412758149,89.89962387095332
12.97602823452471,77.5303410835239,13.050752174628983,77.5184525051712,11,auto,5.6275138406597325,25.31396672695503,57.21790830523846
13.01018964382358,77.58368937734708,12.982522309244334,77.6774373388579,11,auto,24.872670279170112,111.88350054482004,252.89358811654975
13.0490668861813,77.55905029402874,13.060817283821477,77.6085229243944,15,auto,7.242255666792271,32.57747989044282,73.6358421140789
13.033846578690637,77.61544337881912,13.033979776130897,77.54295400451763,17,car,5.1225734408694485,23.04261834091745,52.083912314670826
12.952983911532563,77.61191220468953,12.976564194876492,77.5721596278856,6,bike,27.21425561355355,122.41653785423325,276.7017241327796
12.913266966885688,77.57042286485195,12.998966365379584,77.503139300436,7,auto,16.933755965593942,76.17227557545517,172.17444923939092
12.974016839582822,77.69472589279621,13.090111090113128,77.56679193809508,5,car,9.726652855147268,43.752920687792546,98.89602174971414
13.025943501404313,77.6502543278159,13.089589272517753,77.62372530543753,5,car,5.632674293883776,25.337179738048064,57.270377361334496
12.942034801982969,77.67796827258685,12.996996640142775,77.52966758988455,0,bike,14.74463805476167,66.32507492428931,149.91653012307438
13.050551110747763,77.59108203907226,13.042486796423516,77.63018309239624,2,bike,5.761925220475114,25.918582778147506,58.58453986283504
12.913307296270823,77.6198812177269,13.049966014630707,77.50376670492447,7,car,18.80222898320623,84.5771351879383,191.17220221160196
12.952063019715709,77.58269065515115,13.002119656956696,77.53165289944701,7,car,2.8660618503499684,12.892264039043006,29.14076602808345
13.06095091274867,77.560851033088,12.989402504046508,77.54636384267717,15,bike,3.748319039925785,16.86087784860422,38.111141295764426
12.938686856524665,77.60509411415022,13.05380428119439,77.69211486287946,1,bike,18.10487405095361,81.44025804258573,184.0818259460576
13.027892176175987,77.5381934617856,12.983125430927169,77.51579327944019,3,bike,19.59061115068398,88.12347563608844,199.18810050087896
13.004934061824747,77.54282034478709,13.00001772341474,77.52911349147772,12,auto,4.609446921701046,20.734446739615016,46.8666837206454
13.08496159407987,77.60215748366258,12.917495908022365,77.65259739866754,21,bike,13.687297993765052,61.568894507679765,139.16599474092288
12.952659354097422,77.5027704148993,13.080867159244663,77.50987853062279,21,bike,6.5848379947422595,29.620250544200065,66.95152908657134
12.913192218136805,77.58909742173499,12.9909455593451,77.50756994421128,15,auto,20.099008159877847,90.41037271696852,204.35724166665207
13.047013192657733,77.69934013427071,13.0198110366954,77.65784961647027,21,auto,29.058675798521033,130.71320180118812,295.45491923952466
13.05443560590865,77.66453659622998,12.914111171648589,77.608637233889,8,car,18.807813703276615,126.90338498635259,191.2289850130211
13.081563170500704,77.51669210929738,13.005888062733902,77.5346407968644,15,auto,26.542182810627107,119.39338605877238,269.86840464195063
13.086394413839367,77.63117806340324,12.94426240788561,77.5486638104048,17,car,7.8869981797323465,35.477693196378475,80.19128009796299
12.90279031459512,77.54507858600616,12.97703793012875,77.56895125310001,17,car,11.70989757170602,52.67405214794938,119.06071926125396
12.946872417224284,77.52359117045249,13.01199954700712,77.65190425747305,23,bike,12.612643028259727,56.73482731388507,128.23940957079307
13.023355671400331,77.56973545255852,13.063006623064565,77.5307928506557,4,auto,17.812871621263053,80.1267579786729,181.11288287101354
13.089803264137522,77.6354333635865,12.952568403711094,77.66553246661395,1,auto,1.9047624818104918,8.568098711535185,19.366727139797547
13.090035223849416,77.61015291210458,13.045563079569348,77.57715856471857,5,auto,29.713788123032522,133.66006111680338,302.11579257984425
13.01133063763903,77.50879253270631,12.998408622870318,77.64973199352504,9,auto,10.23759774676576,69.07691817294491,104.09106858308266
13.083121269953255,77.67135085386941,12.960848972308646,77.6258389215369,21,auto,29.44441229431713,132.44834117115363,299.3769061188777
13.028313241789267,77.59551900472201,12.958081575614377,77.54328744757406,15,auto,28.571918975891595,128.52364769949347,290.50580529102916
12.978001542828249,77.67135524497368,12.94822044357653,77.69745317887558,22,auto,7.105603506450963,31.962784247217023,72.24642735624596
12.997198133419381,77.537530802311,12.914632676109061,77.54388622282787,20,auto,9.153574603164358,41.175071176730974,93.0692321935928
13.020862096583995,77.51674665323009,13.016223804197576,77.6809757164058,3,bike,27.69437180967107,124.57622075466061,281.5833193208407
13.009909584301713,77.6031939324083,13.024987859233843,77.62595960183961,18,car,29.02684575787044,130.57002230616402,295.1312863887018
13.08523628534129,77.59090893259932,12.947048379735136,77.65028988000579,11,auto,28.462467817297693,128.0313089749124,289.392957498265
13.083746687126721,77.50277887979797,13.012858912567877,77.61304386960164,9,auto,20.272336183687713,136.7850683699135,206.1195593177302
12.97897512258471,77.50787091793815,13.074519586598704,77.62514119597144,8,car,18.669640561144995,125.97107888595515,189.82410562923144
13.092652505688141,77.51872656714627,13.06153168371588,77.51516712560374,2,car,17.051951771095,76.70394991201596,173.3762084802763
12.934791133336093,77.50813549598445,12.981469764589999,77.61663326027929,5,bike,24.801878557596613,111.5650616506306,252.1738112579845
12.925265903887928,77.53514781346884,12.999244899069668,77.53634281987443,6,bike,29.041766050628937,130.63713751994032,295.2829888930608
12.927015831609346,77.61510723022221,13.041277785904892,77.62702745898395,3,bike,19.76259349557082,88.89709529822663,200.9367359229291
13.00113243313538,77.5953505239933,13.015584292851107,77.68878830572385,21,car,26.63907193154258,119.82921759157776,270.85352755648915
12.90430496105484,77.69595394657233,13.050937813709076,77.57937846678728,21,bike,9.525983029495432,42.85025755208377,96.85570554456929
13.089594042243537,77.51414742680326,13.090031683272164,77.53765906574212,10,bike,7.134624609864573,48.1399926585307,72.54150025718477
13.065423094234147,77.67348312642015,12.935404679774434,77.59641348645607,12,car,24.861400675355885,111.83280704426956,252.77900409669007
12.903003796148425,77.61570395642804,13.05785170047985,77.63242915316587,20,bike,10.715179814887248,48.199562539964745,108.94689795209544
12.93523925111501,77.67529510914251,12.9669932550778,77.63090318300299,1,car,4.129677296253452,18.576322800863355,41.98861229980624
12.966412714873368,77.51114272207063,13.012756717044349,77.56025915410287,0,car,17.87259465843477,80.39540715815149,181.72011856360513
12.926199368962184,77.51983070428432,12.94137799018502,77.60346914008487,2,bike,5.382769517776841,24.213045463766747,54.729463385963186
13.061898138425317,77.6726189435494,13.048194326748048,77.68956222147553,15,auto,14.303217470853705,64.33945457931486,145.42837368148494
12.96894733053666,77.61407680528947,13.096000567771213,77.61844258321045,15,car,18.870227268748543,84.8830085072132,191.86357672923748
13.088021496466673,77.61169876021798,13.066666153855897,77.581820367661,4,car,5.95373195831324,26.78137752501407,60.53474036854577
13.016402835989416,77.50260253358833,13.024102187274892,77.5442073334217,22,bike,2.5004556982774675,11.24767599700838,25.423454995639506
13.075766396882369,77.6284505608233,12.998421438731322,77.54312724400071,13,car,5.860170128758302,26.360512982104463,59.58344778430271
13.068946889078443,77.66953289628752,13.004715269463667,77.52903284182516,9,auto,14.036365054362195,94.708628360796,142.7151440866462
